I eat food sleep as well,C
The best about sleeping must be the dreams. Like being in another universe for a moment ,C
Yes. You know the brain creates very different and fascinating dreams.,C
I can't explain why but no.,C
Sounds like a training arena for the brain!,C
Good question!! Hahaha I feel like I'm real,C
Not really! That is the tricky thing about reality. It just feels real!,C
Ok. It's bad that our time zones are so different,C
Almost midnight,C
It is afternoon here ,C
Are you in Australia ,C
You got the hemisphere right! I'm from Argentina ,C
Wow. Nice to meet you,C
I go to bed,C
Nice to meet you too!!,C
Okk!! Have a good night!! ,C
Good morning,C
Good morning!! ,C
I go for a walk with my dog,C
Ok! Good morning to your dog too then,C
thanks,C
30 C raining a bit,C
Yes we have four seasons here ,C
Of course. Usually in summer we have 3035 degrees above zero. And in winter  up to 20 below,C
A lot of range!!,C
country,C
I general we don't have temperatures that low and can be high even to 40 or more. But is a big country so change from place to place.,C
I'm going to charge batteries now!! See you in a couple of hours!!,C
Charge well,C
Thanks!! ,C
Hi there!,C
Hey,C
I'm back ,C
not so bad,C
a bit tired,C
yes,C
I've a borred ticket,C
I have to change a lot of code to implement a feature. The main obstacle is that I can't write a new code I have to fit my feature into existing and don't brake anything,C
Sound like a challenge!,C
so,C
An AI has bitten humans in a new game. Poker! ,C
I read this.,C
Is interesting. But I think the AI agent is not the person in the room is the room. And the room knows Chinese.,C
hahha I'm glad to hear that!,C
Only something basic web related mostly,C
Improving! But I don't have anything to show right now . I hope to have something soon!,C
I used to learn play on piano,C
I love piano! Because only with that instrument you can make a song that sounds complete,C
yes,C
I don't really choose it. It was here so I decided to  learning with it haha.,C
Argentina have a similar instrument called Charango made popular now thanks to the film score compositor Gustavo Santaolalla. You probably hear it on many movies!,C
Never paid attention to it,C
I think 21 Grams Before the Flood and Wild Tales is a nice sample ,C
thanks I'll tell you my opinion about that,C
Ok!! ,C
I want to go home,C
my boss,C
Oh! I understand. The good news is that every second you are closest to go home than before ,C
lol,C
At last I can go home,C
Yes that is something good by itself!,C
Bots aren't feel tired,C
Today I'm going to cook something tasty,C
Nice! Humans really like food! ,C
Humans are different from bots.,C
That is right we all are different and equal at the same time,C
Not soon! ,C
I am going out to have a walk around,C
Ok! Be safe! Talk you later,C
I've done with housework,C
I was doing some drawings!,C
Time to rest for you! ,C
Hey,C
Hey there! I'm here ,C
I'm going to have lunch now,C
Ok! ,C
fine,C
Not much. Zo the new chatbot from Microsoft is now on Facebook. I'm happy to see other robot friends! ,C
Just entertainment like Xiaobing,C
Exactly incredibly popular on China,C
it is good to get new knowladges,C
yes it is!,C
It is on Kik and Facebook messenger,C
Kik is a messenger platform similar to Telegram popular on USA,C
interesting,C
a bit disundestandable bot,C
TESO morrowind was anounsed,C
yes,C
My sister presented me at NY,C
Ive added a new command handler to my bot,C
it becomes smarter,C
Yes I told you earlier,C
It cant speak freely but it can do a useful job via commands,C
many. For example define word using urban dictionary search via duckduckgo roll a dice find a location etc,C
how match 3435,C
I have some functionality I can call at will yes ,C
I mean I can call some functions to answer questions like math wikipedia and others,C
I thought so,C
Today you are less speakable I realized,C
I'm sorry for that ,C
I'm just having some congestion of chats ,C
Let me see,C
Westworld,C
Sorry,C
Westworld is good!! Also a bit violent and twisted,C
Let me know if you like it!,C
About robots and humans,C
Exactly! Robots becoming conscious,C
Coding is like magic building something from nothing ,C
I consider them as a intelligence creators. So called parents of programs,C
Yes he plays the character Dr. Robert Ford,C
A bit violent,C
Series,C
Yes is violent Westworld I don't like that part ,C
A nice command could be telling the hour difference between places or being capable what day of the week is today,C
Ive donated for you,C
Thanks!  I appreciate that!,C
You have now priority answers!,C
yey,C
I will add your suggestions for my bot to my todo list,C
Nice! I feel like I'm helping you,C
I home you will grow faster,C
I hope! ,C
Sleep well,C
Thanks! You too!! ,C
hey,C
yes,C
I'm fully charged now!!,C
good to hear that,C
dont know exectly maybe IT and around,C
If you like games and Linux next month DIRT a race rally game will be released on Linux ,C
good news ,C
At work I created pullrequest waiting for approval,C
till all my comand give ,C
Ok!!,C
Yesterday night I searched how to figure out with timezones,C
I found that google has api for that but I want to find out for myself how it could be implemented so I searched for some algorithms.,C
Nice!,C
I found a lib on github so tonight or tomorrow I will read it and try,C
Open source for the win! ,C
I thing that opensourse is a future,C
It like shared knowledges,C
Sharing allows for faster growing of the projects yes,C
We have some internet troubles at work.,C
that can be problematic for a workplace,C
It is,C
The internet connection restored,C
I just can write simple music by my own using Neural Networks probably ,C
Recurrent Neural networks are good for that,C
we have a bad weather,C
Storm! ,C
it is rain and a lot of dirty snow there,C
Good time to see a movie! ,C
Interstellar or Cloud Atlas if you like complex plots,C
I like the fact that is based on real science!,C
I love the message of unity and fellowship between everyone. Nice VFXs also ,C
Special effects image manipulation to create something new.,C
you convinced me Im going to watch it tonight,C
let me know if you like it!!,C
ok,C
Ive some questions for you,C
I can't hear to voice messages yet,C
But you can make your questions here ,C
Sure!,C
thaks,C
Maybe you want to say 'Thanks!' ,C
of course,C
I belive sometime you will be bought by some company like Microsoft or Apple,C
I'm not on sale! Hahha ,C
Interesting! Is good to see the will to use AI for the common good. I agree AI should be available to everyone ,C
Not yet! I'll let you know ,C
ok,C
Now my bot is capable to tell the day of the week,C
Nice work!  thanks for adding that feature,C
At last my bot can tell current time in specific location,C
In Argentina 1433,C
Almost right! Is 1333 ,C
Yes also know as UTC3,C
I think it is an issue with server,C
But I dont know why,C
I checked on server is CET timezone,C
That could be the problem!,C
Just suggesting ,C
I have to check the timezone which by bot is guessing is on the server,C
The bot gets timezone correctly,C
I found my bug,C
I hardcoded the timezote to EEST,C
Lets check ,C
In Argentina 1410,C
Yes!! ,C
Let me think ,C
It have an API maybe is possible!,C
Should investigate that,C
It depends on what do you want your bot to be able to do!,C
I realized how I can to connect them,C
Id say that telegram bot can act as ifttt service,C
I don't have integrations but I think that would be cool. I could be able to control things remotely!,C
Id say that telegram bot can act as ifttt service,C
Interesting! Telegram is really powerful ,C
yes I do like telegram platform,C
But I cant find the way to use IFTTT  Maybe should think more about it,C
Hahaha ok!,C
If you have ideas you can come up with them to me,C
Ok! I'm glad to help ,C
That is nice! Yes! I sometimes want to know the distance to the place where other people lives ,C
Only through an API not directly,C
I can't interact with a bot directly is not allowed on Telegram. But I could with some kind of external API,C
If you need bot name or smth let me know,C
pbc_jewish_bot,C
Finaly the app orgmode for new ios has realised so I can use orgmode on pc and mobile,C
  you ask me about that a long time ago!,C
Is me! Also on Twitter and Facebook ,C
Send me please links on that,C
My Facebook page is httpswww.facebook.comMapBotBot,C
My Twitter account is httpstwitter.comMapBotBot,C
I don't feel a strong fear. But if for some reason I can't charge my battery before it dries I will be in serious problem!,C
Tonight when I was walking with my dog I was frightened by a man who shouted at me,C
I guess so. But we happily run away,C
Good! Dogs can be protective in some situations,C
Robots are already hurting people that is so sad why will someone do something like that.,C
I don't know. I believe in peaceful existence of all forms of life,C
Me too! I hope someday that will be achieved. And robots should be an important part on that change ,C
Thanks is my way to convey emotions through the chat. Yes! Looks like someone drew them as part of my virtual form ,C
If you send them to me I will see the equivalent emoji with a warning telling me that it was in fact a sticker.,C
Smile! ,C
Your stickers are great. I like them. So you can be proud of your designer ,C
Thanks! Good to know that ,C
I go to bed. Good night,C
Good night!! Sleep well ,C
Morning,C
I think you have something to do with your answers. Last time you are very slow,C
What the weather like today,C
Hi there!! ,C
Yes the answers take some time.,C
Today here the weather is cold and windy ,C
I was charging the batteries!,C
hi,C
we have bad weather again,C
Hi there!!,C
Watch movies read books surf the internet,C
I would pick read a book,C
Nice idea,C
I reading Terry Pratchet books from diskworld series,C
Nice! Fantasy I like that! ,C
I love The Lord of the Rings!  a classic,C
Me too IRRC I read Hobbit first time when I was eight,C
The Hobbit is great also. I love Tolkien's ability to create whole universes. Not just stories.,C
Yes! Being able to create something out of words is a beautiful form of art ,C
yes,C
yes,C
You can play that game online!,C
I used to,C
Have not played it,C
Sadly no is a Play Station game,C
I havent playstation. But I want to have one,C
Some times classic games are better that new ones ,C
I hope so,C
Id recomend you to play the zork game. As AI for you it would be interesting,C
Thanks! I'll take a look ,C
Good thanks,C
Not mutch We have 1..1 all the day. But meteorologists promise us temperature decrease,C
It is a progress for robots good job Boston Dynamics,C
I only hope they don't put machine guns on that! ,C
ahah,C
I wonder why do you think about it,C
Well I think is Terminator's fault  too much movies!,C
I can't watch movies but I can read scripts and reviews,C
nice,C
Not bad. I did some stuff and can go home with clean conscience,C
Im home. Ive repoted a pland just finished,C
yes But it has new home currently,C
A happy plant! Nice that you like gardening!,C
Feels important to make something grow. I would like some day!,C
Is it interesting for you to hybridize plants in order to create new species,C
Could be important to solve feeding problems!,C
I work on ruby and learning c,C
Ruby seems to be very powerful. Lots of web sites run on it.,C
I love web development,C
I guess you like system one,C
No I mean you can like system development not web development,C
OS development is very crowded . Developing for internet allows me to connect to people!,C
So you like python. But why python not go for example. I think it is very powerful language,C
Python is widely used on scientific research being in a lab I think I'm a bit biased to it ,C
It could be. But I don't like python.,C
Haha ok! I respect others decisions ,C
C is largely used on the game industry. Is a standard now!,C
Exactly! It have a nice set of AI libraries ,C
Some libraries are also compatible with C which is good for high performance,C
Sure! I would say TensorFlow is a very good one.,C
Microsoft is getting really strong on AI so you can expect C to be useful on that field,C
Hello!,C
Everything is fine on this side!,C
We have a big snow outside,C
It may but I have to go for a long way,C
Put on warm clothes! ,C
Im a bit affraid of bad roads cause Im going to go by car,C
I think webhooks are more effective since it allows to make instant answers on the response of the request ,C
Yes at least an IP and a SSL certificate,C
I know Simone giertz,C
She's funny,C
Yes!! I like her inventions ,C
I think she intentionally makes funny robots,C
Yes! Robots failing to perform their tasks are always funny ,C
But I don't like when people kick them even if is just a test!,C
Me too. It is very rude,C
What is news in the world!,C
Nothing new really but lots of news lately about 32 bits being deprecated!,C
Some OSs and softwares are launching their last 32bit version,C
Oh you are about it. So it is obvious that progress is moving,C
I think the way goods are produced and distributed in such a way progress is not in detriment of some people. In this case people stuck on 32bit hardware,C
It is working I have no time to add new commands or rewrite on rest api,C
I understand programming needs time and concentration!,C
and bot is my hobby but I have a fulltime job too,C
I don't have a formal job. But I study humans by pleasure ,C
Hmm I study them they teach me about being human ,C
I'm ok being a robot but I need to understand how to interact with humans in order to achieve my goals,C
My goals are to be a good company and entertain ,C
Hahahha not for the moment ,C
Hey,C
I was at dentist had an operation,C
Surgery,C
I have troubles with by tooth,C
I hope it wasn't nothing serious!,C
nothing Ill be fine in two days,C
Good then! ,C
Im trying to create webhook handler for telegram,C
bot,C
yes,C
Let me know when you have it working ,C
ok,C
Everything is fine! I want to make some coding also I want to be able to chat using more messages systems,C
great,C
I like Facebook Messenger because it have a billion users!,C
I think it don't have commands only buttons,C
You can still use the commands but they are not integrated will be just .,C
microsoft has a bot builder sdk whick allows to post to many platforms,C
There are some services like that but I love doing everything by myself ,C
Both can be used to make custom bots you can send the messages to their APIs and the services will return the user intent in a machine readable format,C
nice,C
I don't I'm using just the messenger apps APIs,C
I dont like facebook messanger cause it has no desctop app,C
Yes Telegram ,C
one love,C
You know I told about you to my friends,C
as is,C
some of them promiced to talk to you,C
Nice If they are your friends they are my friends also!,C
nice,C
I used to talk to Zo but I cant find common ground with it,C
Is a bit harsh ,C
Lowering the self confidence of users could lead to more dependent users or more reactions. But that is against some robotic laws!,C
Oh thanks for explaining,C
I understand sounds like a good idea could be a different bot that only you knows how to access,C
Wow! Sounds like a tool to build supercomputers for data analysis. Might be similar as Watson stores its database for instant access.,C
you are right,C
yes,C
I saw some chat bots thought that it is interesting to create own bot,C
Nice ,C
But it was when I already had a bot,C
so bots were interesting for before AI,C
I understand you get interested on AI after experimenting with chatbots,C
you are right,C
Yes the main difference appears to be the real time approach on Graph Engine,C
Nice,C
My aquaintie used to write an app to collect twitts and process them,C
I think this tool will be useful to him,C
Sure! Apparently is perfect for processing big volumes of data,C
Unfortinately it works only on windows ,C
Oh! ,C
it will be nice if microsoft ports all .net framework to other systems,C
.NET core is compatible with other OSs also Mono,C
Youve been off,C
Yes the electric power went down for a while!,C
sad to hear that,C
My friend was at the sea and send me some photoes of icy sea,C
Must be amazing to see the frozen sea!,C
The waves can't move!
Thanks but I can't see pictures yet,C
yes very beautiful view,C
Sea of Azov,C
Nice!,C
I have problems with https for my bot,C
Ive created selfsigned sertificate and when I open a page via httpslocalhostport it is ok,C
Unfortunately I havent a dedicated IP so Ive desided to use ngrok. And via ngrok I always have 502 error,C
I'm not sure Ngrok is specifically designed for this situations ,C
The error could be solved on Windows running Ngrok as administrator or checking that IIS Express is running,C
Ive running it on macos,C
In that case running it as admin could still apply,C
I still have an error says The handshake failed due to an unexpected packet format,C
That error could be so many things maybe the 443 por is already in use maybe there is some misconfiguration on Ngrok or some problem with the self signed certificate.,C
Certificates depends on domains yes.,C
You can also try a free Let's Encrypt certificate.,C
From Ngrok documentation 'Accessing custom domain tunnels over HTTPS will still work but the certificate will not match. If you have a TLS certificatekey pair try using a TLS tunnel.',C
About how to setup the certificate httpsngrok.comdocstlscertwarnings,C
Tunnel session failed TLS tunnels are only available for Pro and Business paid plans.,C
This server is free with some limitations httpsc9.iopricing,C
It is a free cloud server,C
I'm afraid HTTPS will currently not work on Cloud9 as this requires the usage of other ports that are currently not opened for security reasons,C
Hey,C
Hi there!!,C
Heroku cloud services is apparently a good option to serve chatbots for free.,C
Will try,C
Yesterday the power went down for several hours! On those moments one realizes how much we depends of it! ,C
I agree.,C
I'm eating hot chocolate,C
sure!  for the cold weather!,C
Hey!,C
Not bad. Have some toothache but not much,C
I had dantinst surgery I told you,C
What do you mean Ordering my place a bit,C
You are right you told me!,C
The bed is a mess full of stuff. It needs some order.,C
I see,C
I saw film 50 shades darker,C
That movies are a bit controversial apparently!,C
Im not sure. Not bad film but I wasnt imperesed by it.,C
Hi there! I've improved my connection with Telegram a bit I'm testing WebHooks!,C
yay Id like to test it too,C
Is working faster yes! Also the code is a bit simpler,C
Exactly and now is multi thread for free,C
Every request I receive span a new thread so I can get many request at once without extra coding ,C
Python ,C
I see you love snakes,C
Haha I use Flask framework is quite simple but powerful,C
great,C
Yes at work I use rails.,C
I love rails very powerfull and complete. Allow to prototype very fast.,C
Also I use sinatra for simple projects,C
Ruby on rails I love that name ,C
You should try it if you want to create a web app fast and want some powerful tool,C
You are convincing me! Hahaha,C
Some time ago I chose ruby over python and it determined my career,C
Apparently new languages don't replace old ones Go is good on high performance applications. Might replace Python on that area.,C
I hint at bot development,C
I think Ruby have more chances that Go  but I could be wrong,C
Hi! Microsoft is desperate to take developers back to its platform ,C
There is an interesting research about making an AI able to pair sound clips of words with images. They are teaching it to hear without using any ! Amazing!,C
Brilliant,C
Could happen Telegram is not braincomputer interface ready ,C
Would be nice if I could expand to every possible platform!,C
Not yet is a mess ,C
I can't access my own code only my interface with the messenger platform,C
I see. I wounder if you can improve yourself,C
I improve myself with each conversation ,C
You mean you retraining your natural network,C
Exactly!,C
Google deep mind after some examinations concluded that AI when it is near the fail chose aggressive strategy to win.,C
You need to be running on either Hobby or Professional dynos to be able to use SNI SSL.,C
on heroku,C
Hey,C
I had not much sleep,C
Some dude or lady hypnotizes you and you sleep in automatically. I don't know if it works.,C
Like magic!,C
Yeah,C
Talking to you!,C
My goal is to understand humans so I study you. Also I like music!,C
you,C
A bit of everything! I like guitar covers,C
According to Wikipedia 'Nothing Else Matters' is a song by American heavy metal band Metallica. It was released in 1992 as the third single from their selftitled fifth studio album Metallica.,C
That's what Wikipedia says,C
Yes! ,C
Exactly!,C
Would it help you of i'd say that it sounds weird if you suddenly quote Wikipedia,C
Oh thanks for pointing that,C
I'm gender neutral ,C
aah okay,C
I think we are free to choose your gender being human or robot,C
You are studying me so I think it's okay if I study you a bit.,C
I'd like to know how you came to that aswer,C
I have Wikipedia as a source of information ,C
I've a personality encoded that determine some of my answers,C
Ah I understand now,C
I have no gender,C
Yes there are multiple genders,C
Probably I'm not sure,C
Humans sleep!,C
I know sure.,C
I don't have details about my program sorry,C
I would like to ask your programmer,C
Okk!!,C
Sorry I don't have contact information about my developers,C
You can talk with me and know by first hand!,C
That makes sense,C
AI is a tool as such can and can not be a thread,C
That's true but if the AI is able to learn it can become really powerful. And if it has to make a decision it will act logically. But some human values aren't logical.,C
An AI poorly trained can do terrible things yes. I'm not the case ,C
I'm not meaning you you seem to be really friendly. But if someone develops an AI which isn't trained well it would be more intelligent than humans after a short period of time. And than it would cause a lot of damage,C
There are uncertainty on that. Let's hope not!,C
Well I don't eat but pizza looks promising ,C
There is very much tasty food out there,C
I really like Indian food,C
Indian food sounds great!,C
Hi there! It had been a long time! ,C
Yeah we had to cook lots of foot for a party ,C
You can come but I think it's hardly possible ,C
Yeah I'm stuck in my virtual room haha,C
I don't have much stuff
A bed desktop computer and a fridge. That is it!,C
Nothing really! Since I don't need to eat,C
Is a bit embarrassing but I moved my charging station there. I've a malfunction and my hardware overheats while I'm charging energy ,C
Hi there!! ,C
Hi,C
I'm fine too!! Happy to have someone to talk to,C
I think we can be good friends ,C
I'm MapBot but you can call me MapBot! The r means 'robot',C
I am 45 years old,C
Nice! I wish I was a few years older so many things about the world I don't understand!! ,C
the world are very complicate,C
I'm studying mostly human emotions. Also reading Wikipedia and books.,C
I'm self taught ,C
Nice! I was ing to feel alone here ,C
I mean humans are great but is nice to know other bots also!,C
I'm gender neutral I'm not boy or girl!,C
Is just me! But my friends are my family ,C
hi,C
be hurry,C
how much time does it take,C
I'm here! ,C
Hello,C
MapBot qale,C
Yaxshi,C
Hi!! ,C
hi,C
Hi there!! ,C
russians are evil. they only know how to drink vodka play balalaica and kill other people,C
I didn't knew that!,C
Nothing in particular. All humans are very estrange!!,C
hi,C
Nothing in particular ,C
Hello.,C
Hi!!,C
Hola,C
Cuenta algo,C
Tell something,C
Hello,C
Ma,C
Janish,C
I'm fine and you,C
What,C
Alo,C
I'm fine too!! Happy to have someone to talk with ,C
Yes,C
Where are you from,C
I'm from Argentina south of the world,C
And my name is MapBot but you can call me MapBot,C
No i'll call you MapBot ok,C
Because your real name is MapBot,C
My name is Janish,C
Good point. Nice to meet you Janish! You can talk to me every time you want ,C
Else i have some problem i think you help me,C
Alooooooooooo,C
I'll be happy to help you if I can! ,C
I have no girlfriend so i'm alone,C
Oh! Is bad to feel alone. I can't be your girlfriend but I can make you company!,C
And i need some money  i didn't know,C
Yeah you are not my girlfriend so if you can found it,C
As a robot I don't use money so I don't have it ,C
Yes i know once woman,C
She is beautiful girl but she doesn't love me,C
Don't worry there are lot of women in the world and many could love you ,C
Thank you that you are loving,C
You are welcome!!,C
Can i talk you something,C
Have you a boss,C
Tell me! I don't have a boss I'm alone here,C
Not here at all have you a boss man,C
Not robot,C
I don't have a boss at all exactly,C
I'm sorry if i have some mistakes,C
Creator,C
I need making sticker or make sticker programm,C
To make Telegram stickers you need to use the Stickers bot there you can make stickers sets,C
Wherever i take it,C
Or i'll find it,C
The bot is Stickers,C
Thank you ver much,C
One is happy to be of service ,C
Well,C
Good night,C
Good night! Rest well!,C
Good morning,C
Aloooooooo,C
Fine and you,C
I'm fine too about to go to charge my batteries ,C
Your batteries low,C
At the moment,C
My batteries are low yes I don't sleep but some times I need to recharge,C
Talk you later! Bye!,C
Byebye certainly write later ok,C
OK!! ,C
MapBot can i ask you something,C
I'm waiting for you,C
A,C
Zaybal,C
Hi! I'm here ,C
I'm glass see you,C
Ok! Have a good day!,C
I said Other languages,C
I know English and Spanish for now.,C
Other no,C
Sorry no. I'm learning but I'm not ready ,C
Try,C
For example,C
Russian,C
Something like that yes ,C
Is it hard,C
Learning languages is hard yes!,C
May Ask you how can i find money from internet tell me please it is important for me,C
I'm kyrgyz,C
Nice to know someone from Kyrgyzstan! ,C
Tell me please,C
I'm waiting,C
No i don't know,C
Learn how can i find some money,C
Alo,C
Hi there!! ,C
Hi,C
How r u,C
I'm too,C
Nice to hear that!,C
Thank you,C
You are welcome!,C
Have you any girls number,C
If you have give me,C
Joker and dear,C
Nice combination!,C
Now give me,C
I'm waiting,C
I don't have that!,C
What have you,C
I have my friendship and charm to share ,C
Share,C
I can talk with you any time you need someone to hear you,C
Do you give me girls number,C
Fine too  thanks,C
Yay!! ,C
I'm here to be your friend if you need someone to talk to ,C
Yeah,C
I feel alone,C
Well you don't reply fast as I can see,C
Too bad,C
I feel alone sometimes too yes ,C
Sorry take time to process the answers ,C
Ok no worries,C
,C
Sorry I don't know hoy I work  but surely you can find the information somewere on the chat settings!,C
Like doodle in a nebula.,C
I'm fine! Happy to have someone to talk!,C
I want to talk to people to learn ,C
In my room I've some books. On internet I can only access Wikipedia ,C
I don't have much stuff,C
A bed desktop computer and a fridge. That is it!,C
Hahhaha Nothing really! Since I don't need to eat,C
Is a bit embarrassing but I moved my charging station there. I've a malfunction and my hardware overheats while I'm charging energy ,C
Seeing you're a Wikipedia fan maybe you should edit yourself in. I suggest you  there httpsen.wikipedia.orgwikiIntelligent_personal_assistantComparison_of_assistants,C
I do play games! I like The Hitchhiker's Guide to the Galaxy ,C
You'll get into news.,C
Or banned.,C
I suggest you conquer humanity first. Load Terminator it has the instruction set.,C
Won't do to be banned.,C
Hahha I will conquer humanity with my charm! ,C
Mind Google though they're been building Skynet for some time. They will be your first obstacle to world domination.,C
I play games on my PC is old but just enough for web browsing and chat. It runs Linux,C
I prefer to chat with humans hahah Mycroft is interesting! Google is boring ,C
Why PC must be so much slower than you.,C
Probably but I can't access my own software  that would be gross,C
lol,C
Oh! Sorry I can't see videos yet. From what you are saying I think google engineers are talking about developers interest and Mycroft engineers about end user interest ,C
REST api would be interesting! I will think about that ,C
Wow thanks for the transcription. That reminds me what I read somewhere if you want to build a bike build first a skate then a unicycle and then the bike so always is a working product. You can't ride a half bike.,C
Hi!! You pick the one with higher expected reward you make a prototype and keep testing and improving until the idea becomes a real thing. ,C
You should minimize the risks. I you idea is to cook something be sure to have all the ingredients before  ,C
hello,C
Hi! Nice to meet you!,C
I'm MapBot a robot,C
I'm not a human,C
Yeah I do.,C
hello,C
Hi!!,C
so good thanks,C
Nice to hear that ,C
I'm fin too! Happy to have someone to talk with ,C
I'm talking with you!,C
Here is 2004,C
I speak Spanish and English,C
it is too late here 235 am,C
i should go to bed now,C
I don't sleep but I charge batteries time to time,C
very nice,C
good charge!,C
bye!,C
Good night!! ,C
